Date,FII,DII,NIFTY
2008-01-01,-461.41,306.94,6144.35
2008-01-02,-628.68,427.11,6179.4
2008-01-03,-244.56,526.65,6178.55
2008-01-04,16.01,506.85,6274.3
2008-01-05,"-1,543.44",327.64,6279.1
2008-01-06,570.65,92.08,6287.85
2008-01-07,-392.03,85.51,6272
2008-01-08,-253.34,388.73,6156.95
2008-01-09,107.4,1.92,6200.1
2008-01-10,-257.66,-193.55,6206.8
2008-01-11,-365.09,-89.74,6074.25
2008-01-12,"-2,517.59",188.97,5935.75
2008-01-13,"-2,267.40",734.75,5913.2
2008-01-14,"-2,146.92",695.56,5705.3
2008-01-15,"-3,296.73","3,399.20",5208.8
2008-01-16,"-4,265.19","2,778.71",4899.3
2008-01-17,"-3,021.54","1,291.76",5203.4
2008-01-18,"-2,254.93","1,117.03",5033.45
2008-01-19,208.48,248.35,5383.35
2008-01-20,"-1,038.45",597.94,5274.1
2008-01-21,-546.09,98.82,5280.8
2008-01-22,-911,723.11,5167.6
2008-01-23,"-3,938.00","2,160.35",5137.45
2008-01-24,-126.93,-115.4,5317.25
2008-01-25,163.74,731.83,5463.5
2008-01-26,311.78,-135.16,5483.9
2008-01-27,-485.94,357.32,5322.55
2008-01-28,-860.35,230.7,5133.25
2008-01-29,-797.25,192.98,5120.35
2008-01-30,"-1,268.67",-22.27,4857
2008-01-31,-498.06,351.16,4838.25
2008-02-01,9.4,23.59,4929.45
2008-02-02,60.99,205.03,5202
2008-02-03,261.2,138.66,5302.9
2008-02-04,-342.08,-134.16,5276.9
2008-02-05,329.25,-48.29,5280.8
2008-02-06,-266.44,256.18,5154.45
2008-02-07,209.43,-140.68,5191.8
2008-02-08,-709.54,105.49,5110.75
2008-02-09,783.86,-316.49,5200.7
2008-02-10,-31.99,511.33,5270.05
2008-02-11,350.45,341.35,5268.4
2008-02-12,-809.1,732.38,5285.1
2008-02-13,-334.87,742.79,5223.5
2008-02-14,-711.31,80.47,4953
2008-02-15,-512.33,170.23,4864.25
2008-02-16,-285.03,-131.68,4921.4
2008-02-17,513.04,-66.79,4771.6
2008-02-18,"-1,248.04",758.79,4800.4
2008-02-19,-539.24,303.36,4865.9
2008-02-20,127.94,-528.06,4872
2008-02-21,-108.5,56.44,4623.6
2008-02-22,-358,100.33,4745.8
2008-02-23,-658.22,211.48,4503.1
2008-02-24,"-1,011.05",177.33,4533
2008-02-25,30.54,142.19,4573.95
2008-02-26,376.13,-253.27,4609.85
2008-02-27,"1,246.12",399.97,4877.5
2008-02-28,393.91,-108.65,4828.85
2008-02-29,247.98,339.84,4830.25
2008-03-01,-401.95,729.5,4942
2008-03-02,-865.79,566.03,4734.5
2008-03-03,-638.86,-289.56,4739.55
2008-03-04,-135.65,264.37,4754.2
2008-03-05,-393.41,265.39,4771.6
2008-03-06,-848.57,579.84,4647
2008-03-07,346.04,245.93,4761.2
2008-03-08,7.27,447.79,4709.65
2008-03-09,-307.27,475.81,4747.05
2008-03-10,-462.34,594.48,4733
2008-03-11,-173,326.04,4777.8
2008-03-12,-56.52,13.27,4879.65
2008-03-13,-49.89,-90.08,4887.3
2008-03-14,597.53,-59.87,4958.4
2008-03-15,169.66,111.58,5037
2008-03-16,292.96,-119.54,5049.3
2008-03-17,-480.93,70.04,5022.8
2008-03-18,-759.16,442.88,4999.85
2008-03-19,313.09,-75.47,5111.7
2008-03-20,-38.33,-166.61,5089.65
2008-03-21,232.18,403.27,5195.5
2008-03-22,-151.68,-38.58,5165.9
2008-03-23,658.34,-18,5228.2
2008-03-24,-236.81,457.16,5192.25
2008-03-25,-815.61,295.35,5144.65
2008-03-26,88.3,234.83,5135.5
2008-03-27,-724.49,609.51,5081.7
2008-03-28,-619.34,180.16,4982.6
2008-03-29,-210.57,241.01,5012.65
2008-03-30,73.93,266.5,4957.8
2008-03-31,85.12,310.41,5011.75
2008-04-01,706.88,363.11,5115.25
2008-04-02,475.87,392.1,5157.7
2008-04-03,-320.5,0.39,5104.95
2008-04-04,-776.63,452.66,5117.65
2008-04-05,-537.35,415.16,5025.45
2008-04-06,-654.31,750.03,4946.55
2008-04-07,"-1,337.33",842.05,4875.05
2008-04-08,-496.61,529.69,4859.8
2008-04-09,-883.23,527.98,4918.35
2008-04-10,"-1,277.63",698,4835.3
2008-04-11,106.38,729.93,4870.1
2008-04-12,-349.84,9.81,4739.6
2008-04-13,"-1,020.70",262.49,4715.9
2008-04-14,"-1,198.80",419.81,4585.6
2008-04-15,"-1,418.34",570.03,4676.95
2008-04-16,76.65,400.15,4627.8
2008-04-17,"-1,344.67","1,030.26",4500.95
2008-04-18,-910.16,296.39,4449.8
2008-04-19,-217.27,546.47,4523.6
2008-04-20,"-1,211.20",500.44,4539.35
2008-04-21,-116.51,457.33,4517.1
2008-04-22,-547.84,293.05,4572.5
2008-04-23,142.36,420.08,4653
2008-04-24,-435,193.64,4582.4
2008-04-25,-598.36,141.07,4504.25
2008-04-26,-999.31,563.86,4347.55
2008-04-27,-665.56,91.75,4266.4
2008-04-28,90.06,475.94,4191.1
2008-04-29,-363.71,529.87,4252.65
2008-04-30,-667.19,395.64,4315.85
2008-05-01,-703.11,305.71,4136.65
2008-05-02,-208.66,724.18,4040.55
2008-05-03,209.43,162.5,3896.75
2008-05-04,-668.43,421.01,4093.35
2008-05-05,-606.92,526.1,3925.75
2008-05-06,372.35,-97.02,4016
2008-05-07,-439.57,75.9,4030
2008-05-08,-326.27,427.27,3988.55
2008-05-09,-435.54,139.22,4157.1
2008-05-10,-551.67,-112.46,4162.2
2008-05-11,-467.67,214.74,4049
2008-05-12,-436.52,-63.25,4039.7
2008-05-13,-702.7,283.4,3861.1
2008-05-14,-229,14.12,3816.7
2008-05-15,310.45,168.02,3947.2
2008-05-16,408.21,-70.47,4092.25
2008-05-17,-62.22,-230.96,4159.5
2008-05-18,-597.35,261.61,4240.1
2008-05-19,"1,306.56",-875.22,4476.8
2008-05-20,272.36,-609.68,4433.55
2008-05-21,-565.73,-302.41,4311.85
2008-05-22,-721.9,456.67,4332.1
2008-05-23,-538.27,-254.59,4189.85
2008-05-24,-628.47,672.12,4313.55
2008-05-25,494.87,320.57,4332.95
2008-05-26,-587.28,396.34,4413.55
2008-05-27,-507.81,-46.97,4395.35
2008-05-28,-397.67,287.4,4502.85
2008-05-29,"1,815.74",-804.36,4517.55
2008-05-30,-223.19,24.1,4523.85
2008-05-31,-142.22,16.29,4529.5
2008-06-01,280.61,505.3,4620.4
2008-06-02,-687.19,-7.65,4552.25
2008-06-03,-915.58,226.12,4529.05
2008-06-04,-573.98,23.32,4430.7
2008-06-05,-475.5,128.91,4393.05
2008-06-06,-716.35,14.56,4368.25
2008-06-07,-447.34,205.6,4415.75
2008-06-08,-545.71,344.89,4283.85
2008-06-09,-239.24,450.39,4327.45
2008-06-10,62.92,96.26,4335.35
2008-06-11,-572.04,276.92,4337.5
2008-06-12,-32.49,163.27,4292.1
2008-06-13,-187.19,390.62,4214
2008-06-14,-364.61,281.07,4360
2008-06-15,-241.85,82.62,4348.65
2008-06-16,"1,132.25",209.79,4504
2008-06-17,-603.28,431.11,4447.75
2008-06-18,"-1,857.00",484.77,4352.3
2008-06-19,253.43,-132.62,4482.3
2008-06-20,-391.53,106.27,4468.7
2008-06-21,"-1,037.28",492.56,4400.25
2008-06-22,"-1,506.96",586.59,4290.3
2008-06-23,"-1,497.67",695.41,4228.45
2008-06-24,-763.02,"1,328.14",4072.9
2008-06-25,"-1,303.41",612.36,4074.9
2008-06-26,"-1,064.17",948.93,4008.25
2008-06-27,"-1,201.64","1,192.20",4038.15
2008-06-28,"1,016.18",43.91,4245.25
2008-06-29,138.21,-206.12,4223.05
2008-06-30,-924.4,68.77,4126.9
2008-07-01,-494.4,170.18,4161.25
2008-07-02,"-1,050.38",605.59,4110.55
2008-07-03,-643.04,543.57,3985.25
2008-07-04,-476.94,554.82,3850.05
2008-07-05,14.16,394.11,3921.2
2008-07-06,-274.9,48.65,3950.75
2008-07-07,"-1,662.26",56.75,3818.3
2008-07-08,"-1,169.33",661,3602.35
2008-07-09,-680.42,548.29,3606.6
2008-07-10,"-1,055.51","1,083.56",3513.65
2008-07-11,"-2,513.74","1,744.68",3279.95
2008-07-12,"-1,060.60",582.31,3490.7
2008-07-13,898.25,-252.37,3518.65
2008-07-14,"-1,030.79",669.96,3338.4
2008-07-15,"-1,160.63",737.77,3269.3
2008-07-16,-915.54,712.77,3074.35
2008-07-17,-816.79,216.43,3122.8
2008-07-18,-258.42,883.76,3234.9
2008-07-19,-543.95,404.05,3065.15
2008-07-20,-811.69,619.91,2943.15
2008-07-21,"-1,431.56",514.26,2584
2008-07-22,"-1,027.30",916.18,2524.2
2008-07-23,-69.18,24.78,2684.6
2008-07-24,"-1,306.35",739.66,2697.05
2008-07-25,"1,237.21",-116.1,2885.6
2008-07-26,363.55,-97.03,3043.85
2008-07-27,-15.61,-174.2,3142.1
2008-07-28,216.4,-168.75,2994.95
2008-07-29,-511.53,351.57,2892.65
2008-07-30,-19.27,-147.08,2973
2008-07-31,92.33,377.66,3148.25
2008-08-01,-370.95,229.12,2938.65
2008-08-02,-735.14,215.48,2848.45
2008-08-03,-811.52,-25.15,2810.35
2008-08-04,-521.16,-178.23,2799.55
2008-08-05,-441.59,458.6,2683.15
2008-08-06,-264.98,195.71,2635
2008-08-07,-762.94,426.95,2553.15
2008-08-08,-705.56,46.22,2693.45
2008-08-09,-560.83,224.9,2708.25
2008-08-10,-161.88,155.09,2654
2008-08-11,-416.82,362.05,2752.25
2008-08-12,168.54,621.24,2755.1
2008-08-13,28.64,49.19,2682.9
2008-08-14,-323.01,105.31,2657.8
2008-08-15,-452.11,366.24,2656.45
2008-08-16,307.14,79.24,2788
2008-08-17,-4.52,-184.02,2714.4
2008-08-18,350.34,-617.05,2784
2008-08-19,950.65,-59.01,2928.25
2008-08-20,444.18,-15.37,2920.15
2008-08-21,-16.52,325.81,2921.35
2008-08-22,230.48,42.72,2981.2
2008-08-23,6.42,-39.4,3041.75
2008-08-24,-188.65,-97.82,2954.35
2008-08-25,-33.17,-355.99,3060.75
2008-08-26,378.43,410.85,3077.5
2008-08-27,-191.49,207.55,3039.3
2008-08-28,-264.05,88.18,2968.65
2008-08-29,-144.26,613.98,2916.85
2008-08-30,-344.91,-6.95,2857.25
2008-08-31,4.42,243.21,2922.2
2008-09-01,214.95,375.65,2979.5
2008-09-02,81.85,373.96,2959.15
2008-09-03,92.04,160.41,3033.45
2008-09-04,121.18,238.52,3046.75
2008-09-05,469.56,220.82,3121.45
2008-09-06,374.02,-11.81,3112.8
2008-09-07,"-1,111.25",-505.49,2920.4
2008-09-08,-350.55,-13.26,2873
2008-09-09,-563.57,217.83,2773.1
2008-09-10,-345.78,152.58,2744.95
2008-09-11,91.44,10.98,2835.3
2008-09-12,-484.33,175.12,2736.7
2008-09-13,-585.41,400.73,2828.45
2008-09-14,-363.37,275.97,2846.2
2008-09-15,-308.15,185.05,2796.6
2008-09-16,-786.62,282.73,2706.15
2008-09-17,-304.45,3.96,2713.8
2008-09-18,-522.91,203.98,2678.55
2008-09-19,-228.56,139.64,2771.35
2008-09-20,-217.32,601.88,2849.5
2008-09-21,-84.64,580.11,2823.95
2008-09-22,-64.15,398.39,2874.8
2008-09-23,-125.68,-161.38,2766.65
2008-09-24,-278.89,-7.75,2783.9
2008-09-25,-27.08,284,2803.05
2008-09-26,-26.97,-100.72,2780.05
2008-09-27,117.23,131.67,2843.1
2008-09-28,285.39,-45.98,2919.9
2008-09-29,368.96,-116.99,2934.5
2008-09-30,-34.76,-75.27,2925.7
2008-10-01,-185.32,84.37,2893.05
2008-10-02,-13.15,216.37,2948.35
2008-10-03,-45.33,189.52,2848.5
2008-10-04,-462.21,278.42,2770.5
2008-10-05,-288.45,102.34,2776.15
2008-10-06,-363.48,108.44,2789.35
2008-10-07,-201.17,167.18,2736.45
2008-10-08,-431.18,358.71,2733.9
2008-10-09,-384.37,367.84,2762.5
2008-10-10,-273.94,344.53,2785.65
2008-10-11,-463.03,649.26,2763.65
2008-10-12,-580.43,334.13,2674.6
2008-10-13,-741.33,523.57,2622.4
2008-10-14,-494.22,118.86,2645.2
2008-10-15,-590.92,479.04,2576.7
2008-10-16,-274.68,298.94,2620.15
2008-10-17,-84.94,299.72,2573.15
2008-10-18,-186.86,227.1,2617.45
2008-10-19,299.23,392.68,2719.25
2008-10-20,-102.34,253.39,2777.25
2008-10-21,415.12,-152.7,2757.45
2008-10-22,222.14,526.34,2794.7
2008-10-23,23,-18.75,2807.15
2008-10-24,-149.18,-94.03,2807.05
2008-10-25,376.23,376.51,2939.9
2008-10-26,501.76,-192.99,2938.7
2008-10-27,348.65,8.92,2984.35
2008-10-28,"1,290.74",-461.87,3082.25
2008-10-29,80.43,42.98,3108.65
2008-10-30,-452.32,-49.38,2978.15
2008-10-31,-583.65,"1,039.07",3020.95
2008-11-01,173.75,11.6,3060.35
2008-11-02,691.56,254.71,3211.05
2008-11-03,196.74,-81.76,3256.6
2008-11-04,573.33,-378.22,3342.95
2008-11-05,170.92,308.39,3342.05
2008-11-06,580.49,-152.25,3382.6
2008-11-07,684.5,290.22,3484.15
2008-11-08,479.09,"-1,124.24",3369.5
2008-11-09,669.85,182.7,3384.4
2008-11-10,348.05,108.9,3377.1
2008-11-11,-191.01,-187.69,3365.3
2008-11-12,-0.83,82.25,3330.3
2008-11-13,241.13,425.83,3423.7
2008-11-14,576.77,15.31,3480.75
2008-11-15,257.38,68.06,3470
2008-11-16,-256.85,-202.15,3362.35
2008-11-17,365.23,-403.99,3473.95
2008-11-18,"1,417.28",-92.6,3654
2008-11-19,508.51,-129.85,3661.9
2008-11-20,530.92,-28.26,3625.05
2008-11-21,388.33,42.4,3683.9
2008-11-22,-100.89,-89.39,3620.7
2008-11-23,79.88,-17.31,3554.6
2008-11-24,452.18,177.74,3681.1
2008-11-25,"4,106.96",105.73,3635.25
2008-11-26,-301.92,254.3,3593.45
2008-11-27,983.86,432.47,3671.65
2008-11-28,44.64,-8.41,4323.15
2008-11-29,"4,792.56","-1,964.19",4318.45
2008-11-30,-985.53,4.99,4270.3
2008-12-01,-2.14,-371.48,4210.9
2008-12-02,-761.66,434.53,4238.5
2008-12-03,427.97,197.68,4237.55
2008-12-04,-197.02,-138.19,4116.7
2008-12-05,369.8,685.64,4276.05
2008-12-06,"1,859.59",-451.25,4337.1
2008-12-07,272.77,873,4448.95
2008-12-08,279.67,-196.74,4529.9
2008-12-09,-233.29,-424.14,4525.25
2008-12-10,32.8,52.89,4530.7
2008-12-11,465.34,-530.2,4572.65
2008-12-12,831.95,-480.13,4586.9
2008-12-13,-14.47,-875.92,4429.9
2008-12-14,955.31,-143.21,4550.95
2008-12-15,738.09,589.88,4655.25
2008-12-16,786.57,558.14,4637.7
2008-12-17,469.35,-250.71,4583.4
2008-12-18,-411.54,-586.63,4484
2008-12-19,-728.51,145.12,4517.8
2008-12-20,-363.99,569.1,4356.15
2008-12-21,-584.87,538.89,4251.4
2008-12-22,-29.08,413.2,4313.6
2008-12-23,-300.29,413.74,4235.25
2008-12-24,-654.97,318.42,4247
2008-12-25,-791.85,728.26,4292.95
2008-12-26,"-1,482.82","1,118.05",4241.85
2008-12-27,551.14,333.95,4375.5
2008-12-28,292.44,143.84,4390.95
2008-12-29,107.88,197.98,4291.1
2008-12-30,185.58,-76.38,4340.9
2008-12-31,247.26,212.65,4348.85
2009-01-01,210.82,298.58,4424.25
2009-01-02,"-1,483.03",815.71,4165.7
2009-01-03,-921.39,790.16,4202.15
2009-01-04,-828.01,594.07,4078.9
2009-01-05,-545.55,578.16,4080.95
2009-01-06,-903.32,886.13,4003.9
2009-01-07,-559.23,742.26,3974.05
2009-01-08,87.23,200.29,4111.4
2009-01-09,255.46,272.97,4233.5
2009-01-10,32.37,-35.02,4231.4
2009-01-11,142.15,535.36,4374.95
2009-01-12,563.2,151.85,4502.25
2009-01-13,-250.86,-7.44,4469.1
2009-01-14,66.84,-224.58,4398.9
2009-01-15,511.94,-34.16,4523.75
2009-01-16,663.02,-206.55,4568.55
2009-01-17,439.54,-278.97,4572.3
2009-01-18,-58.76,448.22,4564.1
2009-01-19,-168.79,126.23,4513.5
2009-01-20,366.81,-286.67,4571.45
2009-01-21,582.12,316.11,4636.45
2009-01-22,347.01,61.01,4711.4
2009-01-23,219.1,253.29,4680.5
2009-01-24,-690.53,-23.9,4694.15
2009-01-25,-371.41,257.4,4585.5
2009-01-26,"-1,050.81",414.43,4481.4
2009-01-27,-639.92,86.14,4437.65
2009-01-28,-177.47,628.87,4471.35
2009-01-29,-504.99,190.58,4457.5
2009-01-30,630.94,182.85,4605
2009-01-31,-126.1,443.74,4580.05
2009-02-01,"-1,226.49",460.32,4387.9
2009-02-02,-721.84,467.44,4458.9
2009-02-03,-622.06,83.77,4394.1
2009-02-04,-438.19,489.42,4453.45
2009-02-05,532.8,95.72,4528.8
2009-02-06,711.54,275.06,4642.8
2009-02-07,-259.14,436.59,4659.35
2009-02-08,378.54,128.65,4680.85
2009-02-09,-41.47,29.22,4688.2
2009-02-10,554.31,5.46,4732.35
2009-02-11,-270.85,18.65,4662.1
2009-02-12,-635.94,366.89,4625.35
2009-02-13,-72.69,382.49,4593.55
2009-02-14,-399.92,-5.35,4680.4
2009-02-15,"1,060.62",149.96,4782.9
2009-02-16,991.75,206.25,4805.25
2009-02-17,193.36,238.69,4814.25
2009-02-18,468.05,-123.67,4819.4
2009-02-19,228.77,-294.2,4829.55
2009-02-20,-44.4,-6.11,4808.6
2009-02-21,776.1,133.44,4892.1
2009-02-22,"1,105.64",143.45,4958.4
2009-02-23,"2,759.46",186.24,4965.55
2009-02-24,"1,486.08",-505.38,4976.05
2009-02-25,852.73,-539.14,5020.2
2009-02-26,"1,748.99",500.47,4969.95
2009-02-27,"1,061.52",-616.77,4986.55
2009-02-28,-37.72,227.26,4958.95
2009-03-01,714.5,91.77,5006.85
2009-03-02,"1,074.53",159.75,5083.95
2009-03-03,976.46,-331.63,5083.4
2009-03-04,-310.01,-567.75,5003.2
2009-03-05,-156.97,-767.57,5027.4
2009-03-06,634.54,301.6,4985.75
2009-03-07,-376,-20.83,5002.25
2009-03-08,-44.27,86.72,4945.2
2009-03-09,963.13,-274.88,5054.25
2009-03-10,"1,443.78",-196.91,5118.2
2009-03-11,752.48,-443.08,5108.85
2009-03-12,576.78,6.99,5142.15
2009-03-13,275.89,-140.8,5114.45
2009-03-14,-511.81,-290.91,5063.6
2009-03-15,-499.28,-18.07,4988.6
2009-03-16,-478.8,172.99,4997.05
2009-03-17,-2.74,-171.16,4970.9
2009-03-18,-548.77,141.56,4846.7
2009-03-19,-723.66,896.23,4826.15
2009-03-20,"-2,546.67",977.06,4750.55
2009-03-21,576.05,592.93,4711.7
2009-03-22,-874.26,751.95,4563.9
2009-03-23,234.31,557.19,4710.8
2009-03-24,126.94,199.5,4765.55
2009-03-25,587.02,236.62,4796.15
2009-03-26,477.69,-287.26,4898.4
2009-03-27,259.17,182.26,4881.7
2009-03-28,861.84,90.52,5003.95
2009-03-29,68.76,-108.81,4952.65
2009-03-30,471.12,-25.4,4998.95
2009-03-31,544.64,-294.64,5058.05
2009-04-01,463.42,-235.54,5062.25
2009-04-02,412.13,-256.73,5054.7
2009-04-03,-459.18,116.79,4989
2009-04-04,-463.89,18.46,5052.45
2009-04-05,-168.41,132.34,5103.55
2009-04-06,169.69,-146.83,5090.55
2009-04-07,-331.65,141.69,5108.15
2009-04-08,-70.2,150.55,5005.55
2009-04-09,"-1,057.18",698.67,4941.75
2009-04-10,456.11,469.71,5032.7
2009-04-11,579.09,-125.07,5122
2009-04-12,885.65,-213.64,5123.25
2009-04-13,334.07,-199.91,5131.7
2009-04-14,198.14,-56.64,5108.9
2009-04-15,-191.5,-185.25,5066.7
2009-04-16,843.18,-503.98,5147.95
2009-04-17,-377.32,18.87,5112
2009-04-18,294.04,69.23,5134.65
2009-04-19,338.46,-7.17,5117.3
2009-04-20,62.27,108.92,5105.7
2009-04-21,-6.14,38.69,5033.05
2009-04-22,-355.25,274.92,5042.05
2009-04-23,192.82,133.28,5041.75
2009-04-24,-206.85,330.95,4987.7
2009-04-25,-291.94,353.83,4952.6
2009-04-26,-110.06,510.59,4985.85
2009-04-27,769.53,13.02,5144.6
2009-04-28,706.83,-111.11,5178.4
2009-04-29,-53.73,3.19,5187.95
2009-04-30,113.47,69.11,5169.45
2009-05-01,516.1,-472.16,5201.05
2009-05-02,613.42,"2,330.25",5232.2
2009-05-03,970.29,299.89,5277.9
2009-05-04,660.55,-286.1,5281.8
2009-05-05,92.21,-127.41,5263.1
2009-05-06,69.38,182.87,5244.75
2009-05-07,"3,041.56",322.46,5249.4
2009-05-08,-362.76,454.86,5210.4
2009-05-09,-285.84,122.09,5233.95
2009-05-10,-312.01,529.12,5259.9
2009-05-11,-930.09,680.95,5252.2
2009-05-12,152.9,-21.46,5274.85
2009-05-13,-361.67,22.54,5225.65
2009-05-14,-271.33,344.41,5221.7
2009-05-15,-853.75,231.36,5094.15
2009-05-16,"-2,415.49","1,953.97",5036
2009-05-17,"-1,002.60",716.22,5007.9
2009-05-18,"-2,212.29","1,475.41",4853.1
2009-05-19,"-2,813.06","1,979.58",4867.25
2009-05-20,-996.09,"1,011.02",4882.05
2009-05-21,-494.66,199.83,4899.7
2009-05-22,-455.01,41.93,4830.1
2009-05-23,396.13,0.46,4931.85
2009-05-24,-155.38,241.39,4845.35
2009-05-25,"-1,726.78","1,168.98",4718.65
2009-05-26,-935.55,381.07,4760.4
2009-05-27,-525.27,399.25,4792.65
2009-05-28,-208.62,459.11,4757.2
2009-05-29,211.9,60.82,4826.85
2009-05-30,195.99,-113.97,4801.95
2009-05-31,385.72,-452.74,4855.75
2009-06-01,520.22,197.14,4914
2009-06-02,-351.17,-122.67,4887.75
2009-06-03,17.91,-397.13,4844.9
2009-06-04,-101.58,116.6,4856.4
2009-06-05,550.69,-179.74,4870.05
2009-06-06,485.54,-154.67,4858.6
2009-06-07,-594.78,325.92,4859.75
2009-06-08,841.23,-859.63,4922.3
2009-06-09,"1,335.32",-977.36,5017
2009-06-10,959.17,-186.71,5088.1
2009-06-11,633.81,-635.89,5080.25
2009-06-12,913.34,-661.26,5088.7
2009-06-13,"1,132.01",-568.63,5124
2009-06-14,"2,173.09",-171.66,5101.5
2009-06-15,364.36,-375.42,5116.25
2009-06-16,304.87,-202.7,5133.4
2009-06-17,371.68,-90.81,5137
2009-06-18,659.7,-128.45,5128.9
2009-06-19,377.84,-158.55,5198.1
2009-06-20,815.94,-297.72,5231.9
2009-06-21,484.67,-53.15,5245.9
2009-06-22,284.25,112.69,5262.8
2009-06-23,302.78,-33.14,5205.2
2009-06-24,359.75,-73.39,5225.3
2009-06-25,653.22,-156.19,5260.4
2009-06-26,590.9,49.41,5282
2009-06-27,"1,062.82",-270.45,5302.85
2009-06-28,579.29,100.11,5262.45
2009-06-29,433.52,-356.58,5249.1
2009-06-30,106.4,452.33,5290.5
2009-07-01,766.07,403.33,5368.4
2009-07-02,261.7,81.07,5366
2009-07-03,338.78,-23.43,5374.65
2009-07-04,62.2,-93.62,5304.45
2009-07-05,233.09,-66.46,5361.75
2009-07-06,14.41,-192.64,5339.7
2009-07-07,128.52,252.87,5322.95
2009-07-08,99.7,-76.87,5273.6
2009-07-09,243.3,-188.91,5262.6
2009-07-10,-755.51,569.64,5203.65
2009-07-11,-156.65,101.28,5230.1
2009-07-12,82.96,25.25,5244.9
2009-07-13,518.3,181.86,5269.35
2009-07-14,339.3,29.09,5304.1
2009-07-15,234.23,-73.69,5322.45
2009-07-16,-164.29,1.09,5308.35
2009-07-17,-131.13,324.1,5215.45
2009-07-18,90.44,266.76,5254.15
2009-07-19,355.55,217.61,5278
2009-07-20,-387.05,-107.01,5222.75
2009-07-21,-29.68,-438.08,5148.5
2009-07-22,"-1,589.68",691.15,5124.9
2009-07-23,-937.75,379.96,5090.85
2009-07-24,"-1,308.39",654.35,5018.05
2009-07-25,263.96,30.25,5193.6
2009-07-26,20.19,22.49,5136.15
2009-07-27,-297.23,180.42,5156.65
2009-07-28,-15.57,222.4,5178.9
2009-07-29,-381.42,164.64,5093.5
2009-07-30,"-1,224.29",381.89,5059.9
2009-07-31,-439.7,326.61,5066.2
2009-08-01,"-1,383.91",56.35,4919.65
2009-08-02,-657.23,721.15,4947.6
2009-08-03,"-1,540.32",816.92,4931.15
2009-08-04,-995.32,"1,107.42",4943.95
2009-08-05,"-1,464.19",406.12,4806.75
2009-08-06,-166.66,64.86,4917.4
2009-08-07,-533.07,410.44,5003.1
2009-08-08,409.68,342.63,5066.55
2009-08-09,586.51,-73.77,5086.3
2009-08-10,-526.49,210.62,4970.2
2009-08-11,-166.5,165.16,5019.85
2009-08-12,406.22,79.01,5110.5
2009-08-13,100.91,-126.61,5135.5
2009-08-14,-403.45,-202.51,5034
2009-08-15,-242.91,41.09,4987.1
2009-08-16,-256.51,127.56,5000.3
2009-08-17,244.76,-105.19,5078.6
2009-08-18,820.88,-213.76,5119.35
2009-08-19,347.8,-41.43,5197.7
2009-08-20,590.09,-351.46,5222.35
2009-08-21,783.92,-170.76,5233.35
2009-08-22,462.6,-363.63,5274.85
2009-08-23,779.31,-499.76,5262.6
2009-08-24,"1,564.30",-561.44,5353.3
2009-08-25,975.83,-196.99,5316.55
2009-08-26,265.33,-866.22,5323.15
2009-08-27,"1,153.96",-893.83,5320.6
2009-08-28,-307.62,-446.2,5269.05
2009-08-29,792.79,-94.88,5333.5
2009-08-30,-261.15,-114.71,5256.15
2009-08-31,589.88,-151.11,5312.5
2009-09-01,-160.61,-6.7,5251.4
2009-09-02,-305.23,26.26,5237.1
2009-09-03,342.35,-84.21,5289.05
2009-09-04,-49.24,134.69,5241.1
2009-09-05,957.06,-270.57,5296.85
2009-09-06,"1,104.08",38.72,5352.45
2009-09-07,"1,001.75",-293.05,5383
2009-09-08,784.68,-650.96,5400.65
2009-09-09,569.24,-331.48,5386.15
2009-09-10,365.09,-588.46,5378.75
2009-09-11,676.44,-281.92,5393.9
2009-09-12,153.79,-261.3,5386.45
2009-09-13,297.07,-104.26,5368
2009-09-14,362.44,-302.68,5399.35
2009-09-15,174.68,-512.19,5441.95
2009-09-16,711.08,-101.56,5449.1
2009-09-17,196.32,-718.87,5418.6
2009-09-18,-22.8,-222.28,5430.6
2009-09-19,593.16,-690.78,5397.55
2009-09-20,578.85,-920.35,5408.9
2009-09-21,210.86,-129.97,5367.6
2009-09-22,728.14,-172.8,5431.65
2009-09-23,607.42,-152.52,5439.55
2009-09-24,688.69,-275.89,5467.85
2009-09-25,73.02,-187.81,5447.1
2009-09-26,664.94,-340.59,5439.25
2009-09-27,522.12,-45.51,5486.15
2009-09-28,599.33,-540.67,5460.7
2009-09-29,-85.81,23.5,5420.6
2009-09-30,218.19,-656.05,5416.45
2009-10-01,50.15,33.38,5452.1
2009-10-02,400.01,-433.91,5418.3
2009-10-03,404.09,-400.12,5414.15
2009-10-04,674.52,-113.51,5479.15
2009-10-05,821.18,215.09,5540.2
2009-10-06,662.86,-102.16,5530.65
2009-10-07,318.23,-159.78,5543.5
2009-10-08,191.05,-689.54,5505.1
2009-10-09,-364.96,-266.77,5462.35
2009-10-10,-108.16,239.6,5408.7
2009-10-11,184.41,68.71,5415.45
2009-10-12,287.88,-595.33,5402.4
2009-10-13,359.81,168.56,5471.85
2009-10-14,82.31,-118.28,5486.15
2009-10-15,283.02,-123.5,5479.4
2009-10-16,946.53,392.13,5576.95
2009-10-17,-20.88,441.14,5604
2009-10-18,281.96,-98.21,5607.85
2009-10-19,987.99,-201.53,5640.05
2009-10-20,"2,519.88",-960.81,5760
2009-10-21,"1,651.42","-1,124.30",5795.55
